,Unnamed: 0, Cash Flow Per Share, Cash Reinvestment %, Quick Ratio, Total debt/Total net worth, Inventory and accounts receivable/Net value, Operating profit per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Retained Earnings to Total Assets, Total expense/Assets, Cash Turnover Rate, Cash Flow to Liability, CFO to Assets, Equity to Liability,cluster,Bankrupt?
0,0,-0.5749678173922487,-0.4161018625557897,-0.3843215359184809,0.0681556919299187,-0.4923675357199964,-1.1243792512913808,-0.5915203701369339,-1.2159230448426903,-1.1463418626887056,-0.0701691992550894,-0.5457616245197242,0.274431112029419,-0.7573129296771448,-0.5590826330148538,-0.8843889111663245,-0.4257915611891196,0.8529649604084429,0.6726195375370827,-0.5699098104153465,-0.071185031313748,1,0
1,1,0.2487415426642912,0.0986901663602911,0.2268565251252827,0.0690287185023148,0.7733010096337971,0.3921613661288226,0.325152001572162,0.4365890437991656,0.3890276835248368,-0.1304642796014052,0.1305019130628772,-0.2836028688669791,0.3542899172398072,0.0202926859786734,1.1476314582152196,-0.2994944028155177,0.6543247859243772,0.3918835342959222,0.0547195732384067,-0.072062251690636,1,0
2,2,1.0092336908564978,0.6978083452699794,0.7472680973678033,0.0323476135038642,0.3113282276923834,0.8090546767254808,0.52088890222638,0.3142225533695975,0.0831906961323852,0.5603325756413317,0.6863879813291673,0.6199104842283116,-0.3932493924445926,0.5811413512597481,0.9488625610106356,-0.3189437848377532,-1.3626207470225224,1.0423226605991396,0.8018308254436607,-0.0352991619014553,1,0
3,3,-2.727475951687812,-2.5893408052624927,-2.0869781811379573,1.963338954869834,2.3550996637891863,1.0144489349813313,0.1310429650987043,-1.956602641177852,1.515580747836436,-0.3553775633729834,-2.359501752499186,-0.9174952997772288,1.7526829879113448,-1.849285279748715,-0.4356282717260061,-1.1171172674569716,0.9967955210743372,0.1945286444462854,-2.46844699949084,-1.977933797861432,4,0
4,4,-0.4180163173468227,-0.7055048750001741,0.1724392673587696,0.2993626269161362,-0.0881872521022975,1.005758026419949,-0.0152578611294185,0.993073197755024,0.400288666547254,1.1839095221043037,0.1782649836418575,0.6094560228668098,0.7514687201480275,-0.4939720655616211,-0.4773858041872583,0.634641009287585,-0.0146793699846189,-0.9847030283053964,-0.4839361403879332,-0.3025021886038221,1,0
5,5,-1.1614742480487497,-0.8645652444662295,0.2629897081351398,0.698184282131121,0.2449878561596257,1.0911457211704103,-0.146676225740946,0.8052591065200344,0.133505182923409,-0.5237237455070894,0.221596547336999,-0.7114803229610017,0.5679092734242178,-0.8503553616342414,1.3984015113253867,-1.38303782887798,0.4300855283520257,-0.0490871629711664,-0.8754490615251305,-0.7020545528571028,4,0
6,6,-0.4438771215333398,-0.1641997285623863,-1.6191815875810367,1.2553660650642655,1.400954072763309,-0.6990882208349511,-0.0969731104952013,-0.5786185321881995,0.7359604538735862,-0.5271314726724659,-1.3393149118742342,-0.9305945241423358,1.2400461755179668,-0.5877638544675139,-0.6516204491503631,-2.3815945601882507,-1.874446446921048,-0.7592264511490254,-0.5244261903680931,-1.2610226017193344,4,0
7,7,0.1945194676934972,0.5986120579077401,-0.7952471453711409,0.054344099074379,-0.1989000582464254,-0.4535815630292573,-1.0665721729146618,-0.7334296081503409,-0.9279099569363556,-1.099822325959894,-0.801020589468284,-1.0483501416076764,0.1112981387648329,0.275466168326967,-0.642623284007573,-0.103276869400274,0.3759670553047128,-0.5911378948350444,0.3746129765366603,-0.0570838716001049,1,0
8,8,1.044056409568853,0.9992707874554224,-0.1837634343200405,-0.4346504920416654,-0.556139311217552,0.4041026621209092,-0.5391979052856721,-0.6290784703734691,-0.8177830589348705,-0.5667117695500091,-0.2408229697244485,-0.3797824098904709,-0.3029060745408939,0.8779571847866813,0.0403517593324605,-0.9482322446062464,1.071250497782661,-0.2355970421203261,0.938058004086484,0.4313296202127466,1,0
9,9,1.5030483929344156,1.39031618049312,1.5723068772785371,-1.2930200239911671,-0.6324307880196094,0.6431850684723256,2.037181710023092,1.8664008885586785,1.5080676500306556,1.5063476234856077,1.5562557141516655,1.4206088913035209,-0.8140305711940977,1.7173533775208047,1.0474974333488936,0.8475685963951821,-0.5657744584250396,0.7843604909943133,1.414567686069994,1.2860775923796055,0,0
10,10,-0.4719991637628974,-0.3461292156294279,-0.8609441807958769,-0.3845914792746166,-0.2011668472462981,-0.7486124629281222,-0.3287655102338994,-0.8732351188272396,-0.3010918435023865,-0.6965241270669568,-1.0050853442458232,-0.693946052913702,0.1447080720623895,-0.2979331311720282,0.0159678210402979,-0.8226065054334311,0.7690083094503716,0.338798814103972,-0.3905223480697069,0.3813532244737521,1,0
11,11,-1.301057868012505,-1.4408398727580518,0.1433963120436443,0.041134508007448,-0.7426534186256757,-1.3060780765562132,-0.0544107707789185,0.2172308028020577,-0.3242276732106948,-1.5240811141941917,0.4992719028051299,-1.3302214065530569,-0.2433294413859061,-1.5173778596711602,-0.8125421818844645,0.4013759020229478,-0.0599563018832855,-0.224233288642672,-1.4972238987812774,-0.0441874913198485,4,0
12,12,-0.1565809525469596,-0.1812501476523982,-0.0323880887467927,0.1743860703594457,0.6884144586078543,1.2667601971729192,-0.3738137374550688,0.5545585563265413,0.0950686723037682,-0.551429296585588,-0.0816511504820624,-0.7946736592764874,0.7447635926285155,-0.3091998873438855,0.9773848192149508,-0.7255811080448418,0.1858396446461011,0.2891754800964849,-0.2889458179547736,-0.1774670050940323,1,0
13,13,1.444142546152756,0.8616026302888526,1.7167918891890812,-1.98083730397674,-1.183397456349043,0.6464811793561501,1.0193070778351647,0.509993390295639,0.0608507137455875,1.5140575133472065,1.7011127230348242,1.7979903042497376,-1.599438888884776,2.588089190163797,1.3223050092891246,-1.4267553167089428,-0.5668122984790307,-0.2323163105844744,2.0593946817862028,1.9598805602632168,0,0
14,14,-1.0597510935793573,-0.8622252975345289,1.0137269819232717,-0.9213411711322989,-0.259357948836093,-0.6263182454748513,1.7077128217089308,0.8653677729197339,1.2778023336713182,1.900439447867984,1.0244759630763056,1.4725873966116556,-0.4515962778095172,-1.3566545775924923,-1.6714824451050996,0.395875895293264,-0.3205812670845281,2.326428027954176,-1.0588272985191498,0.916732626223451,2,0
15,15,0.1489712546928572,0.971566503812608,-0.92182977247137,0.8409029465419418,0.7228081448991057,-0.9375617152097728,-0.6394860150941304,-0.1919771646459294,0.1669924255203878,0.4681118747515876,-0.951450937154116,-0.0363470354387208,1.04748890595063,0.1579050215276422,-1.3576169215511162,1.0197330203231925,-0.0614633545473797,-0.2146310521629986,0.4978527616353634,-0.8452257627287805,4,0
16,16,-0.8325811100423577,-0.6974885549850471,0.4894467618746433,-0.9458921135475752,-0.7100138636176319,-1.1678626989954235,-0.0613026355491999,-0.1320156179334412,-0.4730523843797625,0.7904944404212191,0.4353094728306739,0.8300779401138817,-0.4758245879573176,-1.023756222872438,-0.3645467309817853,-1.360623236121648,-0.7835784604798651,0.5377342822154239,-0.8588133287288099,0.9412901371452096,1,0
17,17,-0.3274220784725761,0.2304224051608227,1.0260662776250136,-1.4103430844504383,-0.8597724058688168,-0.6327370344003809,0.4263532424754059,-0.0159243759861034,-0.3232745723162838,0.9289906048920064,1.0612386611935969,1.231659782533281,-1.1250646403637652,0.6724807604046817,-0.6787293447503687,0.3980122734444686,-0.5132485511407464,1.622323366027521,-0.0069904774218763,1.4022574821666074,0,0
