, Operating Expense Rate, Cash Flow Per Share, Realized Sales Gross Profit Growth Rate, Net Value Growth Rate, Cash Reinvestment %, Quick Ratio, Total debt/Total net worth, Long-term fund suitability ratio (A), Inventory and accounts receivable/Net value, Inventory Turnover Rate (times), Operating profit per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Cash Turnover Rate, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Total assets to GNP price, Net Income Flag, Equity to Liability,cluster
0,1.2917628399981913,-0.5749678173922487,-1.627254326485801,-1.0542529196396928,-0.4161018625557897,-0.3843215359184809,0.06815569192991873,-0.8361164112364665,-0.4923675357199964,-0.9967955210743371,-1.1243792512913808,-0.5915203701369339,-1.2159230448426905,-1.1463418626887056,-0.07016919925508946,-0.5457616245197242,0.274431112029419,-0.7573129296771448,-0.5590826330148538,-0.8843889111663245,-1.2885873590860333,-0.42579156118911965,1.2226966603087748,0.8529649604084429,0.7399544173878421,0.6726195375370827,-0.5699098104153465,0.6143433590315109,-5.199337582605575,-0.071185031313748,1
1,-2.2868523807761707,0.24874154266429124,0.569579937400688,0.7227088669754124,0.09869016636029115,0.2268565251252827,0.0690287185023148,-0.329645416644362,0.7733010096337971,-1.6995380925803405,0.39216136612882263,0.32515200157216206,0.4365890437991656,0.3890276835248368,-0.1304642796014052,0.13050191306287726,-0.2836028688669791,0.3542899172398072,0.02029268597867349,1.1476314582152196,0.5311477452147912,-0.2994944028155177,-0.6347496976506615,0.6543247859243772,0.40773192403442354,0.39188353429592226,0.054719573238406795,0.7437414668760599,-5.199337582605575,-0.07206225169063606,1
2,-1.898642303529039,1.0092336908564978,0.7945327052311388,0.809529090658566,0.6978083452699794,0.7472680973678033,0.03234761350386423,-0.14233368205143868,0.31132822769238344,-1.488468719759277,0.8090546767254808,0.52088890222638,0.31422255336959753,0.08319069613238521,0.5603325756413317,0.6863879813291673,0.6199104842283116,-0.39324939244459267,0.5811413512597481,0.9488625610106356,1.1205830448693315,-0.31894378483775326,-0.19293171974233111,-1.3626207470225224,1.2139671721862686,1.0423226605991396,0.8018308254436607,0.7532709249870062,-5.199337582605575,-0.03529916190145534,1
3,1.1829035628401048,-2.7274759516878118,0.7206337973923989,0.422373626317291,-2.5893408052624927,-2.0869781811379573,1.963338954869834,0.5755536737500165,2.3550996637891863,0.28800998507520664,1.0144489349813313,0.13104296509870433,-1.9566026411778517,1.515580747836436,-0.35537756337298343,-2.359501752499186,-0.9174952997772289,1.7526829879113448,-1.849285279748715,-0.4356282717260061,0.3242461869875342,-1.1171172674569716,0.6375874175529614,0.9967955210743371,0.3916076484251394,0.1945286444462854,-2.46844699949084,0.02281880162135943,-5.199337582605575,-1.9779337978614318,4
4,0.9410693253055573,-0.41801631734682276,-0.7528512282376936,-1.0888343937171945,-0.7055048750001741,0.1724392673587696,0.2993626269161362,0.7684737453439637,-0.08818725210229754,0.07302347267219686,1.005758026419949,-0.015257861129418591,0.993073197755024,0.400288666547254,1.1839095221043037,0.17826498364185756,0.6094560228668098,0.7514687201480275,-0.49397206556162115,-0.4773858041872583,-0.5964001597224674,0.634641009287585,1.2792438054102453,-0.014679369984618919,-1.1077184255380987,-0.9847030283053965,-0.48393614038793326,-0.4695978175334447,-5.199337582605575,-0.3025021886038221,1
5,0.6882453982552977,-1.1614742480487497,1.6405467249040306,1.4513474730407392,-0.8645652444662295,0.2629897081351398,0.698184282131121,1.5043631353695006,0.24498785615962576,0.1709455618715179,1.0911457211704105,-0.14667622574094608,0.8052591065200344,0.13350518292340902,-0.5237237455070894,0.22159654733699902,-0.7114803229610017,0.5679092734242178,-0.8503553616342414,1.3984015113253867,1.7819257460200635,-1.3830378288779799,-0.46086193527703634,0.4300855283520257,-0.03158111219826631,-0.04908716297116644,-0.8754490615251305,0.37275879525345745,-5.199337582605575,-0.7020545528571028,4
6,0.5567246929778461,-0.4438771215333398,1.377352149820402,-0.5242279197782208,-0.1641997285623863,-1.6191815875810367,1.2553660650642655,-0.020805224528175296,1.400954072763309,0.4430472670121199,-0.6990882208349511,-0.09697311049520135,-0.5786185321881995,0.7359604538735862,-0.5271314726724659,-1.3393149118742342,-0.9305945241423358,1.2400461755179668,-0.5877638544675139,-0.6516204491503631,-0.5974056497293873,-2.3815945601882507,0.7969601785019418,-1.8744464469210482,-0.9608232130619835,-0.7592264511490254,-0.5244261903680931,1.8717474529169853,-5.199337582605575,-1.2610226017193344,4
7,-0.4508045439253441,0.1945194676934972,-0.529364795087898,-0.7019721379520752,0.5986120579077401,-0.7952471453711409,0.054344099074379024,-0.770039791211167,-0.19890005824642548,1.36505919127175,-0.4535815630292573,-1.0665721729146618,-0.7334296081503409,-0.9279099569363557,-1.099822325959894,-0.801020589468284,-1.0483501416076764,0.11129813876483295,0.275466168326967,-0.642623284007573,-0.6933340580538503,-0.10327686940027404,-0.3406714198171651,0.3759670553047128,-0.5749791498992102,-0.5911378948350444,0.3746129765366603,-1.1246631410906158,-5.199337582605575,-0.05708387160010494,1
8,-1.057117223365817,1.044056409568853,0.21397556366941312,0.05489237659633899,0.9992707874554225,-0.18376343432004053,-0.4346504920416654,-0.5959442175636565,-0.556139311217552,1.0444889005301992,0.40410266212090923,-0.5391979052856721,-0.6290784703734691,-0.8177830589348705,-0.5667117695500091,-0.24082296972444858,-0.37978240989047096,-0.3029060745408939,0.8779571847866813,0.04035175933246052,0.7701158835974358,-0.9482322446062463,0.053087303620097066,1.0712504977826607,-0.21324043982191174,-0.23559704212032612,0.938058004086484,0.27391143735385665,-5.199337582605575,0.4313296202127466,1
9,0.055836926954299114,1.5030483929344156,-0.19068836609836656,0.8053196508409105,1.3903161804931201,1.5723068772785371,-1.2930200239911671,1.7300496818906035,-0.6324307880196094,1.263968737065891,0.6431850684723256,2.0371817100230913,1.8664008885586783,1.5080676500306556,1.5063476234856075,1.5562557141516657,1.4206088913035209,-0.8140305711940977,1.7173533775208047,1.0474974333488936,0.02029489582113779,0.8475685963951821,0.4777554337121071,-0.5657744584250396,0.41634254803624116,0.7843604909943133,1.414567686069994,0.053095168640252516,-5.199337582605575,1.2860775923796055,0
10,-0.8894685991841602,-0.4719991637628974,-0.3475933127701999,-0.6575142834433162,-0.34612921562942794,-0.8609441807958769,-0.3845914792746166,-0.8149728691420199,-0.20116684724629819,0.5614146445646063,-0.7486124629281222,-0.32876551023389944,-0.8732351188272396,-0.3010918435023865,-0.6965241270669568,-1.0050853442458232,-0.693946052913702,0.14470807206238953,-0.2979331311720282,0.015967821040297984,-0.6252645201987221,-0.8226065054334311,0.3080168715485607,0.7690083094503716,0.2638367288011151,0.338798814103972,-0.3905223480697069,0.319924868949799,-5.199337582605575,0.3813532244737521,1
